ccp_id,name,sec_status,system_class,region
31002168,"J105135",-0.99,5,"E-R00027"
31002169,"J111818",-0.99,5,"E-R00027"
31002170,"J110841",-0.99,5,"E-R00027"
31002171,"J134024",-0.99,5,"E-R00027"
31002172,"J142349",-0.99,5,"E-R00027"
31002173,"J212203",-0.99,5,"E-R00027"
31002174,"J124942",-0.99,5,"E-R00027"
31002175,"J131747",-0.99,5,"E-R00027"
31002176,"J133553",-0.99,5,"E-R00027"
31002177,"J115422",-0.99,5,"E-R00027"
31002178,"J103448",-0.99,5,"E-R00027"
31002179,"J161301",-0.99,5,"E-R00027"
31002180,"J130334",-0.99,5,"E-R00027"
31002181,"J172125",-0.99,5,"E-R00027"
31002182,"J114537",-0.99,5,"E-R00027"
31002183,"J134440",-0.99,5,"E-R00027"
31002184,"J101912",-0.99,5,"E-R00027"
31002185,"J214006",-0.99,5,"E-R00027"
31002186,"J235108",-0.99,5,"E-R00027"
31002187,"J124538",-0.99,5,"E-R00027"
31002188,"J125641",-0.99,5,"E-R00027"
31002189,"J141728",-0.99,5,"E-R00027"
31002190,"J100616",-0.99,5,"E-R00027"
31002191,"J204350",-0.99,5,"E-R00027"
31002192,"J151300",-0.99,5,"E-R00027"
31002193,"J114041",-0.99,5,"E-R00027"
31002194,"J115644",-0.99,5,"E-R00028"
31002195,"J103328",-0.99,5,"E-R00028"
31002196,"J143127",-0.99,5,"E-R00028"
31002197,"J121459",-0.99,5,"E-R00028"
31002198,"J114441",-0.99,5,"E-R00028"
31002199,"J102345",-0.99,5,"E-R00028"
31002200,"J161609",-0.99,5,"E-R00028"
31002201,"J131646",-0.99,5,"E-R00028"
31002202,"J144543",-0.99,5,"E-R00028"
31002203,"J123658",-0.99,5,"E-R00028"
31002204,"J121450",-0.99,5,"E-R00028"
31002205,"J145753",-0.99,5,"E-R00028"
31002206,"J130510",-0.99,5,"E-R00028"
31002207,"J135402",-0.99,5,"E-R00028"
31002208,"J165220",-0.99,5,"E-R00028"
31002209,"J124152",-0.99,5,"E-R00028"
31002210,"J162349",-0.99,5,"E-R00028"
31002211,"J210750",-0.99,5,"E-R00028"
31002212,"J235305",-0.99,5,"E-R00028"
31002213,"J120546",-0.99,5,"E-R00028"
31002214,"J105059",-0.99,5,"E-R00028"
31002215,"J140249",-0.99,5,"E-R00028"
31002216,"J154551",-0.99,5,"E-R00028"
31002217,"J151530",-0.99,5,"E-R00028"
31002218,"J122520",-0.99,5,"E-R00028"
31002219,"J151200",-0.99,5,"E-R00028"
31002220,"J143245",-0.99,5,"E-R00028"
31002221,"J124722",-0.99,5,"E-R00028"
31002222,"J173506",-0.99,5,"E-R00028"
31002223,"J121747",-0.99,5,"E-R00028"
31002224,"J235456",-0.99,5,"E-R00028"
31002225,"J113712",-0.99,5,"E-R00028"
31002226,"J165940",-0.99,5,"E-R00028"
31002227,"J165520",-0.99,5,"E-R00028"
31002228,"J135653",-0.99,5,"E-R00028"
31002229,"J132946",-0.99,5,"E-R00028"
31002230,"J134702",-0.99,5,"E-R00028"
31002231,"J111249",-0.99,5,"E-R00028"
31002232,"J105607",-0.99,5,"E-R00028"
31002233,"J100551",-0.99,5,"E-R00028"
31002234,"J140524",-0.99,5,"E-R00028"
31002235,"J234152",-0.99,5,"E-R00028"
31002236,"J164732",-0.99,5,"E-R00028"
31002237,"J131505",-0.99,5,"E-R00028"
31002238,"J115405",-0.99,5,"E-R00028"
31002239,"J215009",-0.99,5,"E-R00028"
31002240,"J161940",-0.99,5,"E-R00028"
31002241,"J145825",-0.99,5,"E-R00028"
31002242,"J132605",-0.99,5,"E-R00028"
31002243,"J115907",-0.99,5,"E-R00028"
31002244,"J125634",-0.99,5,"E-R00028"
31002245,"J110530",-0.99,5,"E-R00028"
31002246,"J100854",-0.99,5,"E-R00028"
31002247,"J102053",-0.99,5,"E-R00028"
31002248,"J111518",-0.99,5,"E-R00028"
31002249,"J145349",-0.99,5,"E-R00028"
31002250,"J145846",-0.99,5,"E-R00028"
31002251,"J215554",-0.99,5,"E-R00028"
31002252,"J115950",-0.99,5,"E-R00028"
31002253,"J100109",-0.99,5,"E-R00028"
31002254,"J161838",-0.99,5,"E-R00028"
31002255,"J173052",-0.99,5,"E-R00028"
31002256,"J170807",-0.99,5,"E-R00028"
31002257,"J105246",-0.99,5,"E-R00028"
31002258,"J144944",-0.99,5,"E-R00028"
31002259,"J170930",-0.99,5,"E-R00028"
31002260,"J130039",-0.99,5,"E-R00028"
31002261,"J103615",-0.99,5,"E-R00028"
31002262,"J111227",-0.99,5,"E-R00028"
31002263,"J153222",-0.99,5,"E-R00028"
31002264,"J144434",-0.99,5,"E-R00028"
31002265,"J230842",-0.99,5,"E-R00028"
31002266,"J172139",-0.99,5,"E-R00028"
31002267,"J232741",-0.99,5,"E-R00028"
31002268,"J110634",-0.99,5,"E-R00028"
31002269,"J124058",-0.99,5,"E-R00028"
31002270,"J123432",-0.99,5,"E-R00028"
31002271,"J151909",-0.99,5,"E-R00028"
31002272,"J145706",-0.99,5,"E-R00028"
31002273,"J230242",-0.99,5,"E-R00028"
31002274,"J172840",-0.99,5,"E-R00028"
31002275,"J131450",-0.99,5,"E-R00028"
31002276,"J125101",-0.99,5,"E-R00028"
31002277,"J142910",-0.99,5,"E-R00028"
31002278,"J131142",-0.99,5,"E-R00028"
31002279,"J152827",-0.99,5,"E-R00028"
31002280,"J115901",-0.99,5,"E-R00028"
31002281,"J114100",-0.99,5,"E-R00028"
31002282,"J162132",-0.99,5,"E-R00028"
31002283,"J171722",-0.99,5,"E-R00029"
31002284,"J135554",-0.99,5,"E-R00029"
31002285,"J214212",-0.99,5,"E-R00029"
31002286,"J130305",-0.99,5,"E-R00029"
31002287,"J111543",-0.99,5,"E-R00029"
31002288,"J160623",-0.99,5,"E-R00029"
31002289,"J234722",-0.99,5,"E-R00029"
31002290,"J133513",-0.99,5,"E-R00029"
31002291,"J104704",-0.99,5,"E-R00029"
31002292,"J120354",-0.99,5,"E-R00029"
31002293,"J165312",-0.99,5,"E-R00029"
31002294,"J103812",-0.99,5,"E-R00029"
31002295,"J143525",-0.99,5,"E-R00029"
31002296,"J125716",-0.99,5,"E-R00029"
31002297,"J143845",-0.99,5,"E-R00029"
31002298,"J135626",-0.99,5,"E-R00029"
31002299,"J115905",-0.99,5,"E-R00029"
31002300,"J233917",-0.99,5,"E-R00029"
31002301,"J140343",-0.99,5,"E-R00029"
31002302,"J114315",-0.99,5,"E-R00029"
31002303,"J142653",-0.99,5,"E-R00029"
31002304,"J132546",-0.99,5,"E-R00029"
31002305,"J165205",-0.99,5,"E-R00029"
31002306,"J122518",-0.99,5,"E-R00029"
31002307,"J153825",-0.99,5,"E-R00029"
31002308,"J101435",-0.99,5,"E-R00029"
31002309,"J143819",-0.99,5,"E-R00029"
31002310,"J170417",-0.99,5,"E-R00029"
31002311,"J115727",-0.99,5,"E-R00029"
31002312,"J115124",-0.99,5,"E-R00029"
31002313,"J135533",-0.99,5,"E-R00029"
31002314,"J230745",-0.99,5,"E-R00029"
31002315,"J112918",-0.99,5,"E-R00029"
31002316,"J111640",-0.99,5,"E-R00029"
31002317,"J231137",-0.99,5,"E-R00029"
31002318,"J111613",-0.99,5,"E-R00029"
31002319,"J145131",-0.99,5,"E-R00029"
31002320,"J111003",-0.99,5,"E-R00029"
31002321,"J131520",-0.99,5,"E-R00029"
31002322,"J120922",-0.99,5,"E-R00029"
31002323,"J142138",-0.99,5,"E-R00029"
31002324,"J153106",-0.99,5,"E-R00029"
31002325,"J111939",-0.99,5,"E-R00029"
31002326,"J173550",-0.99,5,"E-R00029"
31002327,"J145310",-0.99,5,"E-R00029"
31002328,"J155928",-0.99,5,"E-R00029"
31002329,"J234208",-0.99,5,"E-R00029"
31002330,"J105722",-0.99,5,"E-R00029"
31002331,"J123546",-0.99,5,"E-R00029"
31002332,"J210235",-0.99,5,"E-R00029"
31002333,"J170736",-0.99,5,"E-R00029"
31002334,"J170240",-0.99,5,"E-R00029"
31002335,"J125532",-0.99,5,"E-R00029"
31002336,"J133923",-0.99,5,"E-R00029"
31002337,"J131509",-0.99,5,"E-R00029"
31002338,"J210519",-0.99,5,"E-R00029"
31002339,"J233517",-0.99,5,"E-R00029"
31002340,"J162612",-0.99,5,"E-R00029"
31002341,"J123055",-0.99,5,"E-R00029"
31002342,"J212302",-0.99,5,"E-R00029"
31002343,"J102103",-0.99,5,"E-R00029"
31002344,"J213956",-0.99,5,"E-R00029"
31002345,"J161944",-0.99,5,"E-R00029"
31002346,"J135705",-0.99,5,"E-R00029"
31002347,"J103215",-0.99,5,"E-R00029"
31002348,"J141032",-0.99,5,"E-R00029"
31002349,"J135306",-0.99,5,"E-R00029"
31002350,"J155256",-0.99,5,"E-R00029"
31002351,"J162853",-0.99,5,"E-R00029"
31002352,"J104809",-0.99,5,"E-R00029"
31002353,"J144454",-0.99,5,"E-R00029"
31002354,"J110759",-0.99,5,"E-R00029"
31002355,"J215304",-0.99,5,"E-R00029"
31002356,"J110946",-0.99,5,"E-R00029"
31002357,"J230221",-0.99,5,"E-R00029"
31002358,"J140133",-0.99,5,"E-R00029"
31002359,"J105531",-0.99,5,"E-R00029"
31002360,"J213502",-0.99,5,"E-R00029"
31002361,"J101647",-0.99,5,"E-R00029"
31002362,"J133023",-0.99,5,"E-R00029"
31002363,"J164553",-0.99,5,"E-R00029"
31002364,"J232959",-0.99,5,"E-R00029"
31002365,"J152106",-0.99,5,"E-R00029"
31002366,"J142535",-0.99,5,"E-R00029"
31002367,"J104859",-0.99,6,"F-R00030"
31002368,"J155838",-0.99,6,"F-R00030"
31002369,"J164745",-0.99,6,"F-R00030"
31002370,"J135504",-0.99,6,"F-R00030"
31002371,"J115923",-0.99,6,"F-R00030"
31002372,"J151325",-0.99,6,"F-R00030"
31002373,"J105705",-0.99,6,"F-R00030"
31002374,"J141434",-0.99,6,"F-R00030"
31002375,"J115844",-0.99,6,"F-R00030"
31002376,"J133906",-0.99,6,"F-R00030"
31002377,"J115855",-0.99,6,"F-R00030"
31002378,"J150020",-0.99,6,"F-R00030"
31002379,"J142528",-0.99,6,"F-R00030"
31002380,"J130900",-0.99,6,"F-R00030"
31002381,"J222045",-0.99,6,"F-R00030"
31002382,"J111450",-0.99,6,"F-R00030"
31002383,"J103800",-0.99,6,"F-R00030"
31002384,"J144420",-0.99,6,"F-R00030"
31002385,"J152550",-0.99,6,"F-R00030"
31002386,"J114003",-0.99,6,"F-R00030"
31002387,"J143751",-0.99,6,"F-R00030"
31002388,"J215930",-0.99,6,"F-R00030"
31002389,"J120512",-0.99,6,"F-R00030"
31002390,"J145939",-0.99,6,"F-R00030"
31002391,"J135623",-0.99,6,"F-R00030"
31002392,"J111918",-0.99,6,"F-R00030"
31002393,"J162614",-0.99,6,"F-R00030"
31002394,"J104921",-0.99,6,"F-R00030"
31002395,"J230049",-0.99,6,"F-R00030"
31002396,"J115935",-0.99,6,"F-R00030"
31002397,"J151920",-0.99,6,"F-R00030"
31002398,"J160855",-0.99,6,"F-R00030"
31002399,"J155311",-0.99,6,"F-R00030"
31002400,"J101553",-0.99,6,"F-R00030"
31002401,"J110421",-0.99,6,"F-R00030"
31002402,"J155207",-0.99,6,"F-R00030"
31002403,"J143200",-0.99,6,"F-R00030"
31002404,"J110834",-0.99,6,"F-R00030"
31002405,"J142247",-0.99,6,"F-R00030"
31002406,"J112028",-0.99,6,"F-R00030"
31002407,"J111520",-0.99,6,"F-R00030"
31002408,"J161335",-0.99,6,"F-R00030"
31002409,"J170118",-0.99,6,"F-R00030"
31002410,"J160722",-0.99,6,"F-R00030"
31002411,"J124504",-0.99,6,"F-R00030"
31002412,"J212612",-0.99,6,"F-R00030"
31002413,"J154829",-0.99,6,"F-R00030"
31002414,"J144436",-0.99,6,"F-R00030"
31002415,"J165641",-0.99,6,"F-R00030"
31002416,"J145510",-0.99,6,"F-R00030"
31002417,"J110810",-0.99,6,"F-R00030"
31002418,"J131916",-0.99,6,"F-R00030"
31002419,"J120103",-0.99,6,"F-R00030"
31002420,"J171404",-0.99,6,"F-R00030"
31002421,"J104632",-0.99,6,"F-R00030"
31002422,"J103400",-0.99,6,"F-R00030"
31002423,"J154021",-0.99,6,"F-R00030"
31002424,"J122249",-0.99,6,"F-R00030"
31002425,"J213753",-0.99,6,"F-R00030"
31002426,"J155650",-0.99,6,"F-R00030"
31002427,"J152722",-0.99,6,"F-R00030"
31002428,"J100501",-0.99,6,"F-R00030"
31002429,"J140918",-0.99,6,"F-R00030"
31002430,"J103414",-0.99,6,"F-R00030"
31002431,"J223432",-0.99,6,"F-R00030"
31002432,"J100409",-0.99,6,"F-R00030"
31002433,"J141502",-0.99,6,"F-R00030"
31002434,"J115008",-0.99,6,"F-R00030"
31002435,"J112829",-0.99,6,"F-R00030"
31002436,"J105801",-0.99,6,"F-R00030"
31002437,"J105023",-0.99,6,"F-R00030"
31002438,"J101652",-0.99,6,"F-R00030"
31002439,"J163225",-0.99,6,"F-R00030"
31002440,"J135220",-0.99,6,"F-R00030"
31002441,"J114430",-0.99,6,"F-R00030"
31002442,"J103504",-0.99,6,"F-R00030"
31002443,"J123940",-0.99,6,"F-R00030"
31002444,"J104857",-0.99,6,"F-R00030"
31002445,"J112417",-0.99,6,"F-R00030"
31002446,"J205141",-0.99,6,"F-R00030"
31002447,"J104037",-0.99,6,"F-R00030"
31002448,"J144902",-0.99,6,"F-R00030"
31002449,"J122818",-0.99,6,"F-R00030"
31002450,"J211353",-0.99,6,"F-R00030"
31002451,"J104136",-0.99,6,"F-R00030"
31002452,"J172842",-0.99,6,"F-R00030"
31002453,"J122452",-0.99,6,"F-R00030"
31002454,"J140200",-0.99,6,"F-R00030"
31002455,"J232246",-0.99,6,"F-R00030"
31002456,"J101748",-0.99,6,"F-R00030"
31002457,"J133241",-0.99,6,"F-R00030"
31002458,"J151817",-0.99,6,"F-R00030"
31002459,"J124201",-0.99,6,"F-R00030"
31002460,"J125111",-0.99,6,"F-R00030"
31002461,"J101755",-0.99,6,"F-R00030"
31002462,"J101708",-0.99,6,"F-R00030"
31002463,"J135031",-0.99,6,"F-R00030"
31002464,"J152117",-0.99,6,"F-R00030"
31002465,"J164701",-0.99,6,"F-R00030"
31002466,"J132106",-0.99,6,"F-R00030"
31002467,"J141319",-0.99,6,"F-R00030"
31002468,"J170845",-0.99,6,"F-R00030"
31002469,"J161215",-0.99,6,"F-R00030"
31002470,"J111447",-0.99,6,"F-R00030"
31002471,"J222408",-0.99,5,"E-R00029"
31002472,"J161747",-0.99,5,"E-R00028"
31002473,"J132328",-0.99,5,"E-R00029"
31002474,"J153217",-0.99,6,"F-R00030"
31002475,"J142814",-0.99,5,"E-R00029"
31002476,"J101248",-0.99,5,"E-R00026"
31002477,"J135825",-0.99,5,"E-R00029"
31002478,"J151838",-0.99,6,"F-R00030"
31002479,"J100820",-0.99,5,"E-R00028"
31002480,"J213344",-0.99,5,"E-R00029"
31002481,"J103701",-0.99,5,"E-R00025"
31002482,"J171246",-0.99,5,"E-R00025"
31002483,"J170158",-0.99,5,"E-R00024"
31002484,"J230559",-0.99,6,"F-R00030"
31002485,"J145208",-0.99,5,"E-R00025"
31002486,"J224721",-0.99,5,"E-R00024"
31002487,"J105934",-0.99,6,"F-R00030"
31002488,"J130818",-0.99,5,"E-R00025"
31002489,"J140555",-0.99,6,"F-R00030"
31002490,"J221356",-0.99,5,"E-R00027"
31002491,"J111245",-0.99,5,"E-R00028"
31002492,"J102834",-0.99,6,"F-R00030"
31002493,"J154509",-0.99,5,"E-R00026"
31002494,"J234928",-0.99,5,"E-R00025"
31002495,"J222604",-0.99,6,"F-R00030"
31002496,"J133011",-0.99,5,"E-R00025"
31002497,"J125245",-0.99,5,"E-R00029"
31002498,"J145523",-0.99,6,"F-R00030"
31002499,"J143605",-0.99,5,"E-R00027"
31002500,"J120750",-0.99,5,"E-R00024"
31002501,"J104617",-0.99,5,"E-R00026"
31002502,"J125122",-0.99,6,"F-R00030"
31002503,"J114809",-0.99,5,"E-R00025"
31002504,"J125657",-0.99,5,"E-R00027"
30000001,"Tanoo",0.86,7,"Derelik"
30000002,"Lashesih",0.75,7,"Derelik"
30000003,"Akpivem",0.85,7,"Derelik"
30000004,"Jark",0.82,7,"Derelik"
30000005,"Sasta",0.81,7,"Derelik"
30000006,"Zaid",0.86,7,"Derelik"
30000007,"Yuzier",0.91,7,"Derelik"
30000008,"Nirbhi",0.88,7,"Derelik"
30000009,"Sooma",0.58,7,"Derelik"
30000010,"Chidah",0.54,7,"Derelik"
30000011,"Shenela",0.46,7,"Derelik"
30000012,"Asabona",0.32,7,"Derelik"
30000013,"Onsooh",0.44,7,"Derelik"
30000014,"Shamahi",0.36,7,"Derelik"
30000015,"Sendaya",0.29,7,"Derelik"
30000016,"Nazhgete",0.39,7,"Derelik"
30000017,"Futzchag",0.17,7,"Derelik"
30000018,"Kazna",0.23,7,"Derelik"
30000019,"Podion",0.11,7,"Derelik"
30000020,"Lilmad",0.16,7,"Derelik"
30000021,"Kuharah",0.19,7,"Derelik"
30000022,"Jayneleb",0.11,7,"Derelik"
30000023,"Fovihi",0.87,7,"Derelik"
30000024,"Kiereend",0.84,7,"Derelik"
30000025,"Rashy",0.8,7,"Derelik"
30000026,"Ordize",0.7,7,"Derelik"
30000027,"Psasa",0.75,7,"Derelik"
30000028,"Eshtah",0.77,7,"Derelik"
30000029,"Lachailes",0.57,7,"Derelik"
30000030,"Kasrasi",0.57,7,"Derelik"
30000031,"Mohas",0.68,7,"Derelik"
30000032,"Hasiari",0.8,7,"Derelik"
30000033,"Radima",0.75,7,"Derelik"
30000034,"Alkez",0.78,7,"Derelik"
30000035,"Nimambal",0.59,7,"Derelik"
30000036,"Yishinoon",0.42,7,"Derelik"
30000037,"Uplingur",0.42,7,"Derelik"
30000038,"Dooz",0.42,7,"Derelik"
30000039,"Bayuka",0.4,7,"Derelik"
30000040,"Uzistoon",0.39,7,"Derelik"
30000041,"Bairshir",0.36,7,"Derelik"
30000042,"Moh",0.47,7,"Derelik"
30000043,"Sari",0.38,7,"Derelik"
30000044,"Faspera",0.13,7,"Derelik"
30000045,"Jaymass",0.22,7,"Derelik"
30000046,"Mifrata",0.3,7,"Derelik"
30000047,"Majamar",0.37,7,"Derelik"
30000048,"Ihal",0.49,7,"Derelik"
30000049,"Camal",0.21,7,"Derelik"
30000050,"Fera",0.48,7,"Derelik"
30000051,"Juddi",0.65,7,"Derelik"
30000052,"Maspah",0.8,7,"Derelik"
30000053,"Ibaria",0.73,7,"Derelik"
30000054,"Shala",0.72,7,"Derelik"
30000055,"Zemalu",0.73,7,"Derelik"
30000056,"Khankenirdia",0.61,7,"Derelik"
30000057,"Nikh",0.77,7,"Derelik"
30000058,"Amphar",0.7,7,"Derelik"
30000059,"Salashayama",0.67,7,"Derelik"
30000060,"Janus",0.55,7,"Derelik"
30000061,"Agha",0.72,7,"Derelik"
30000062,"Iosantin",0.45,7,"Derelik"
30000063,"Orva",0.51,7,"Derelik"
30000064,"Zet",0.57,7,"Derelik"
30000065,"Akhrad",0.36,7,"Derelik"
30000066,"Pirohdim",0.63,7,"Derelik"
30000067,"Sharir",0.4,7,"Derelik"
30000068,"Usroh",0.6,7,"Derelik"
30000069,"Thiarer",0.54,7,"Derelik"
30000070,"Gomati",0.39,7,"Derelik"
30000071,"Jangar",0.53,7,"Derelik"
30000072,"Nakah",0.36,7,"Derelik"
30000073,"Irshah",0.43,7,"Derelik"
30000074,"Hasateem",0.43,7,"Derelik"
30000075,"Assah",0.3,7,"Derelik"
30000076,"Tidacha",0.82,7,"Derelik"
30000077,"Odlib",0.82,7,"Derelik"
30000078,"Jofan",0.78,7,"Derelik"
30000079,"Milu",0.77,7,"Derelik"
30000080,"Yadi",0.75,7,"Derelik"
30000081,"Buftiar",0.71,7,"Derelik"
30000082,"Jarizza",0.77,7,"Derelik"
30000083,"Ejahi",0.73,7,"Derelik"
30000084,"Asghatil",0.79,7,"Derelik"
30000085,"Bar",0.67,7,"Derelik"
30000086,"Sucha",0.66,7,"Derelik"
30000087,"Gelhan",0.7,7,"Derelik"
30000088,"Akeva",0.66,7,"Derelik"
30000089,"Sosa",0.3,7,"Derelik"
30000090,"Ilahed",0.32,7,"Derelik"
30000091,"Eshwil",0.22,7,"Derelik"
30000092,"Aranir",0.24,7,"Derelik"
30000093,"Ishkad",0.37,7,"Derelik"
30000094,"Hahyil",0.21,7,"Derelik"
30000095,"Asilem",0.28,7,"Derelik"
30000096,"Mahnagh",0.21,7,"Derelik"
30000097,"Shach",0.33,7,"Derelik"
30000098,"Kehrara",0.36,7,"Derelik"
30000099,"Arena",0.44,7,"Derelik"
30000100,"Timeor",0.31,7,"Derelik"
30000101,"Uhtafal",0.5,7,"Derelik"
30000102,"Dysa",0.24,7,"Derelik"
30000103,"Serad",0.53,7,"Derelik"
30000104,"Mahti",0.23,7,"Derelik"
30000105,"Abha",0.43,7,"Derelik"
30000106,"Shedoo",0.51,7,"Derelik"
30000107,"Gamis",0.47,7,"Derelik"
30000108,"Nieril",0.35,7,"Derelik"
30000109,"Berta",0.49,7,"Derelik"
30000110,"Bekirdod",0.41,7,"Derelik"
30000111,"Hothomouh",0.42,7,"Derelik"
30000112,"Arnola",0.46,7,"Derelik"
30000113,"Astabih",0.41,7,"Derelik"
30000114,"Ubtes",0.34,7,"Derelik"
30000115,"Bimener",0.27,7,"Derelik"
30000116,"Kenobanala",0.29,7,"Derelik"
30000117,"Khabi",0.25,7,"Derelik"
30000118,"Uanzin",0.43,7,"Derelik"
30000119,"Itamo",0.67,7,"The Forge"
30000120,"Mitsolen",0.63,7,"The Forge"
30000121,"Jatate",0.64,7,"The Forge"
30000122,"Mahtista",0.66,7,"The Forge"
30000123,"Vaankalen",0.65,7,"The Forge"
30000124,"Kylmabe",0.73,7,"The Forge"
30000125,"Ahtulaima",0.61,7,"The Forge"
30000126,"Geras",0.65,7,"The Forge"
30000127,"Sirseshin",0.75,7,"The Forge"
30000128,"Tuuriainas",0.61,7,"The Forge"
30000129,"Unpas",0.95,7,"The Forge"
30000130,"Shihuken",0.87,7,"The Forge"
30000131,"Nomaa",0.61,7,"The Forge"
30000132,"Ansila",0.91,7,"The Forge"
30000133,"Hirtamon",0.97,7,"The Forge"
30000134,"Hykkota",0.82,7,"The Forge"
30000135,"Outuni",0.73,7,"The Forge"
30000136,"Ohmahailen",0.66,7,"The Forge"
30000137,"Eskunen",0.63,7,"The Forge"
30000138,"Ikuchi",0.99,7,"The Forge"
30000139,"Urlen",0.96,7,"The Forge"
30000140,"Maurasi",0.91,7,"The Forge"
30000141,"Kisogo",1,7,"The Forge"
30000142,"Jita",0.95,7,"The Forge"
30000143,"Niyabainen",0.96,7,"The Forge"
30000144,"Perimeter",0.95,7,"The Forge"
30000145,"New Caldari",1,7,"The Forge"
30000146,"Saisio",0.65,7,"The Forge"
30000147,"Abagawa",0.63,7,"The Forge"
30000148,"Jakanerva",0.74,7,"The Forge"
30000149,"Gekutami",0.7,7,"The Forge"
30000150,"Hurtoken",0.59,7,"The Forge"
30000151,"Uoyonen",0.7,7,"The Forge"
30000152,"Hampinen",0.54,7,"The Forge"
30000153,"Poinen",0.56,7,"The Forge"
30000154,"Liekuri",0.6,7,"The Forge"
30000155,"Obanen",0.56,7,"The Forge"
30000156,"Josameto",0.58,7,"The Forge"
30000157,"Otela",0.53,7,"The Forge"
30000158,"Olo",0.68,7,"The Forge"
30000159,"Ikami",0.53,7,"The Forge"
30000160,"Reisen",0.52,7,"The Forge"
30000161,"Purjola",0.52,7,"The Forge"
30000162,"Maila",0.44,7,"The Forge"
30000163,"Akora",0.32,7,"The Forge"
30000164,"Messoya",0.32,7,"The Forge"
30000165,"Ishisomo",0.65,7,"The Forge"
30000166,"Airmia",0.62,7,"The Forge"
30000167,"Sakkikainen",0.59,7,"The Forge"
30000168,"Friggi",0.51,7,"The Forge"
30000169,"Ihakana",0.38,7,"The Forge"
30000170,"Vahunomi",0.53,7,"The Forge"
30000171,"Otitoh",0.48,7,"The Forge"
30000172,"Otomainen",0.48,7,"The Forge"
30000173,"Vattuolen",0.71,7,"The Forge"
30000174,"Onuse",0.74,7,"The Forge"
30000175,"Soshin",0.63,7,"The Forge"
30000176,"Keikaken",0.72,7,"The Forge"
30000177,"Ukkalen",0.65,7,"The Forge"
30000178,"Akkilen",0.69,7,"The Forge"
30000179,"Silen",0.52,7,"The Forge"
30000180,"Osmon",0.68,7,"The Forge"
30000181,"Korsiki",0.64,7,"The Forge"
30000182,"Inaya",0.55,7,"The Forge"
30000183,"Nuken",0.76,7,"The Forge"
30000184,"Uminas",0.48,7,"The Forge"
30000185,"Airaken",0.5,7,"The Forge"
30000186,"Oijanen",0.35,7,"The Forge"
30000187,"Wuos",0.56,7,"The Forge"
30000188,"Hentogaira",0.57,7,"The Forge"
30000189,"Kiainti",0.53,7,"The Forge"
30000190,"Vasala",0.49,7,"The Forge"
30000191,"Walvalin",0.38,7,"The Forge"
30000192,"Otanuomi",0.37,7,"The Forge"
30000193,"Vouskiaho",0.5,7,"The Forge"
30000194,"Otsela",0.38,7,"The Forge"
30000195,"Tasti",0.28,7,"The Forge"
30000196,"Otosela",0.24,7,"The Forge"
30000197,"Uemon",0.2,7,"The Forge"
30000198,"Paala",0.13,7,"The Forge"
30000199,"Fuskunen",0.22,7,"The Forge"
30000200,"Akkio",0.16,7,"The Forge"
30000201,"Uchoshi",0.47,7,"The Forge"
30000202,"Mastakomon",0.46,7,"The Forge"
30000203,"Eruka",0.42,7,"The Forge"
30000204,"Ohkunen",0.38,7,"The Forge"
30000205,"Obe",0.35,7,"The Forge"
30000206,"Wirashoda",0.49,7,"The Forge"
30000207,"Osaa",0.33,7,"The Forge"
30000208,"LZ-6SU",-0.17,9,"Vale of the Silent"
30000209,"MC6O-F",-0.28,9,"Vale of the Silent"
30000210,"U54-1L",-0.27,9,"Vale of the Silent"
30000211,"B-588R",-0.15,9,"Vale of the Silent"
30000212,"NCGR-Q",-0.26,9,"Vale of the Silent"
30000213,"G-LOIT",-0.16,9,"Vale of the Silent"
30000214,"HE-V4V",-0.21,9,"Vale of the Silent"
30000215,"N-HSK0",-0.36,9,"Vale of the Silent"
30000216,"05R-7A",-0.4,9,"Vale of the Silent"
30000217,"7-UH4Z",-0.36,9,"Vale of the Silent"
30000218,"5ZO-NZ",-0.3,9,"Vale of the Silent"
30000219,"FS-RFL",-0.37,9,"Vale of the Silent"
30000220,"Y0-BVN",-0.44,9,"Vale of the Silent"
30000221,"X97D-W",-0.43,9,"Vale of the Silent"
30000222,"0-R5TS",-0.22,9,"Vale of the Silent"
30000223,"H-UCD1",-0.17,9,"Vale of the Silent"
30000224,"7-K5EL",-0.15,9,"Vale of the Silent"
30000225,"H-5GUI",-0.14,9,"Vale of the Silent"
30000226,"FH-TTC",-0.14,9,"Vale of the Silent"
30000227,"FMBR-8",-0.14,9,"Vale of the Silent"
30000228,"3HX-DL",-0.42,9,"Vale of the Silent"
30000229,"UH-9ZG",-0.46,9,"Vale of the Silent"
30000230,"NFM-0V",-0.5,9,"Vale of the Silent"
30000231,"YXIB-I",-0.51,9,"Vale of the Silent"
30000232,"MY-T2P",-0.38,9,"Vale of the Silent"
30000233,"FA-DMO",-0.39,9,"Vale of the Silent"
30000234,"GEKJ-9",-0.39,9,"Vale of the Silent"
30000235,"Q-R3GP",-0.36,9,"Vale of the Silent"
30000236,"N-5QPW",-0.39,9,"Vale of the Silent"
30000237,"XV-8JQ",-0.39,9,"Vale of the Silent"
30000238,"WBR5-R",-0.52,9,"Vale of the Silent"
30000239,"4GYV-Q",-0.54,9,"Vale of the Silent"
30000240,"4-HWWF",-0.47,9,"Vale of the Silent"
